station_number,statition_nm,Lat,long,station_nm_ko
3216,Gajaeul,37.484192,126.683673,가재울
3217,Juan National Industrial Complex,37.473703,126.68113,주안국가산단
3218,Juan,37.464941,126.679923,주안
3219,Citizens Park,37.458335,126.681192,시민공원
3220,Seokbawi Market,37.457611,126.692575,석바위시장
3221,Inchon City Hall,37.457405,126.702221,인천시청
3222,Seokcheon Sageori,37.456805,126.709986,석천사거리
3223,Moraenae Market,37.45583,126.719298,모래내시장
3224,Mansu,37.454911,126.732094,만수
3225,Namdong-gu Office,37.448161,126.736939,남동구청
3226,Incheon Grand Park,37.448769,126.752618,인천대공원
3227,Unyeon,37.440127,126.75997,운연
4101,Gaehwa,37.578608,126.798153,개화
4102,Gimpo Intl. Airport,37.562434,126.801058,김포공항
4103,Airport Market,37.563726,126.810678,공항시장
4104,Sinbanghwa,37.567532,126.816601,신방화
4105,Magongnaru,37.567336,126.829497,마곡나루
4106,Yangcheon Hyanggyo,37.568381,126.841333,양천향교
4107,Gayang,37.561391,126.854456,가양
4108,Jeungmi,37.557402,126.861939,증미
4109,Deungchon,37.550632,126.865689,등촌
4110,Yeomchang,37.546936,126.874916,염창
4111,Sinmokdong,37.544277,126.88308,신목동
4112,Seonyudo,37.53802,126.893525,선유도
4113,Dangsan,37.53438,126.902281,당산
4114,National Assembly,37.528105,126.917874,국회의사당
4115,Yeouido,37.521624,126.924191,여의도
4116,Saetgang,37.517274,126.928422,샛강
4117,Noryangjin,37.514219,126.942454,노량진
4118,Nodeul,37.512887,126.953222,노들
4119,Heukseok,37.50877,126.963708,흑석
4120,Dongjak,37.502971,126.979306,동작
4121,Gubanpo,37.501364,126.987332,구반포
4122,Sinbanpo,37.503415,126.995925,신반포
4123,Express Bus Terminal,37.50481,127.004943,고속터미널
4124,Sapyeong,37.504206,127.015259,사평
4125,Sinnonhyeon,37.504598,127.02506,신논현
4126,Eonju,37.507287,127.033868,언주
4127,Seonjeongneung,37.51098,127.043593,선정릉
4128,Samseong Jungang,37.513011,127.053282,삼성중앙
4129,Bongeunsa,37.514219,127.060245,봉은사
4130,Sports Complex,37.510997,127.073642,종합운동장
4131,Samjeon,37.510997,127.073642,삼전
4132,Seokchon Gobun,37.510997,127.073642,석촌고분
4133,Seokchon(Hansol Hospital),37.510997,127.073642,석촌
4134,Songpanaru,37.510997,127.073642,송파나루
4135,Hanseong Baekje,37.510997,127.073642,한성백제
4136,Olympic Park,37.510997,127.073642,올림픽공원
4137,Dunchon Oryun,37.510997,127.073642,둔촌오륜
4138,VHS Medical Center,37.510997,127.073642,중앙보훈병원
4201,Seoul Station,37.510997,127.073642,서울역
4202,Gongdeok,37.510997,127.073642,공덕
4203,Hongik Univ.,37.510997,127.073642,홍대입구
4204,Digital Media City,37.510997,127.073642,디지털미디어시티
4206,Magongnaru,37.510997,127.073642,마곡나루
4207,Gimpo Intl. Airport,37.562434,126.801058,김포공항
4208,Gyeyang,37.571462,126.735637,계양
4209,Geomam,37.569104,126.673728,검암
4210,Cheongna Int?셪 City Station,37.555878,126.625327,청라국제도시
4211,Unseo,37.492904,126.49379,운서
4212,Incheon Intl. Airport Cargo Terminal,37.458366,126.476241,공항화물청사
4213,Incheon Intl. Airport,37.447464,126.452508,인천공항1터미널
4215,Incheon Int?셪 Airport Terminal 2,37.447464,126.452508,인천공항2터미널
4217,Yeongjong,37.511466,126.5237,영종
4307,Gangnam,37.497175,127.027926,강남
4308,Yangjae,37.484147,127.034631,양재
4309,Yangjae Citizen's Forest,37.470023,127.03842,양재시민의숲
4310,Cheonggyesan,37.447211,127.055664,청계산입구
4311,Pangyo,37.394761,127.111217,판교
4312,Jeongja,37.36706,127.108105,정자
4313,Migeum,37.36706,127.108105,미금
4314,Dongcheon,37.337928,127.102976,동천
4315,Suji-gu office,37.322702,127.095026,수지구청
4316,Seongbok,37.313335,127.0801,성복
4317,Sanghyeon,37.297664,127.069342,상현
4318,GwanggyoJungang,37.288617,127.051478,광교중앙
4319,Gwanggyo,37.30211,127.044483,광교
4501,Giheung,37.275619,127.115936,기흥
4502,Kangnam Univ.,37.270161,127.126033,강남대
4503,Jiseok,37.269606,127.136515,지석
4504,Eojeong,37.274917,127.143714,어정
4505,Dongbaek,37.269043,127.152716,동백
4506,Chodang,37.260752,127.159443,초당
4508,Samga,37.242115,127.168075,삼가
4509,City Hall Yongin Univ.,37.239151,127.178406,시청용인대
4510,Myongji Univ.,37.237964,127.190294,명지대
4511,Gimnyangjang,37.237247,127.198781,김량장
4512,Stadium Songdam College,37.237845,127.209198,운동장송담대
4513,Gojin,37.24484,127.214251,고진
4514,Bopyeong,37.258965,127.218457,보평
4515,Dunjeon,37.267051,127.21364,둔전
4517,Jeondae Everland,37.285342,127.219561,전대.에버랜드
4601,Balgok,37.727048,127.052803,발곡
4602,Hoeryong,37.724846,127.046895,회룡
4603,Beomgol,37.728755,127.04353,범골
4604,Lrt Uijeongbu,37.737202,127.043257,경전철의정부
4605,Uijeongbu City Hall,37.739256,127.034781,의정부시청
4606,Heungseon,37.743302,127.037023,흥선
4607,Uijeongbu Jung-ang,37.743676,127.049565,의정부중앙
4608,Dong-o,37.745271,127.056947,동오
4609,sae-mal,37.748885,127.06362,새말
4610,Gyeonggi Provincial Government Northern Office,37.75059,127.071495,경기도청북부청사
4611,hyoja,37.754025,127.076902,효자
4612,gonjae,37.750471,127.083715,곤제
4613,eoryong,37.742802,127.085035,어룡
4614,Songsan,37.737279,127.087159,송산
4615,Tapseok,37.733579,127.088704,탑석
4711,Sungshin Women`s Univ.,37.592624,127.016403,성신여대입구
4712,Bomun,37.585286,127.019381,보문
4713,Sinseol-dong,37.575297,127.025087,신설동
4804,Sosa,37.575297,127.025087,소사
4805,Sosaeul,37.575297,127.025087,소새울
4806,Siheung Daeya,37.575297,127.025087,시흥대야
4807,Sincheon,37.575297,127.025087,신천
4808,Sinhyeon,37.575297,127.025087,신현
4809,Siheung City Hall,37.575297,127.025087,시흥시청
4810,Siheung Neunggok,37.575297,127.025087,시흥능곡
4811,Dalmi,37.575297,127.025087,달미
4812,Seonbu,37.575297,127.025087,선부
4813,Choji,37.575297,127.025087,초지
4814,Wongok,37.575297,127.025087,원곡
4815,Wonsi,37.575297,127.025087,원시
