line,Station_nm,IN_AM,OUT_AM,INOUT_R_AM,IN_LUNCH,OUT_LUNCH,INOUT_R_LUNCH,IN_DINNER,OUT_DINNER,INOUT_R_DINNER,OUT_AM_IN_DINNER_RATIO,IN_AM_OUT_DINNER_RATIO,INOUT_R_NIGHT,OUT_DINNER_IN_NIGHT_RATIO,IN_NIGHT,OUT_NIGHT,06-07 IN,06-07 OUT,07-08 IN,07-08 OUT,08-09 IN,08-09 OUT,09-10 IN,09-10 OUT,11-12 IN,11-12 OUT,12-13 IN,12-13 OUT,13-14 IN,13-14 OUT,16-17 IN,16-17 OUT,17-18 IN,17-18 OUT,18-19 IN,18-19 OUT,19-20 IN,19-20 OUT,20-21 IN,20-21 OUT,21-22 IN,21-22 OUT,22-23 IN,22-23 OUT,23-24 IN,23-24 OUT,00-01 IN,00-01 OUT
3호선,도곡,41728,62928,66.3107043,26134,27384,95.43529068,59826,40857,146.4277847,105.1850366,102.1318256,77.20170091,271.1327892,15069,19519,4250,4135,12062,14065,14927,24575,10489,20153,8176,9395,8544,8739,9414,9250,14483,9061,17988,10068,22053,12753,12152,10938,7633,7098,7345,6299,5583,6505,1894,4054,247,2661
3호선,오금,95954,31649,303.1817751,29890,18208,164.1586116,39246,70273,55.84790745,80.64261326,136.5446188,26.73151544,698.6776695,10058,37626,8878,2184,31077,6485,36817,15926,19182,7054,9639,5006,10208,6047,10043,7155,9135,11142,12043,14699,15160,22781,7075,19580,4968,13213,4595,12175,4121,14268,1203,8454,139,2729
3호선,종로3가,12651,135465,9.338943639,42260,99014,42.68083301,158870,74861,212.219981,85.26782904,16.89932007,380.1021103,134.0705983,55837,14690,1538,6122,2022,16185,3511,55633,5580,57525,11779,33997,13698,32610,16783,32407,26684,24385,32820,24473,55980,25994,45437,16425,24633,7969,25900,5803,19839,4494,9009,3107,1089,1286
3호선,신사,67871,342731,19.80299418,107997,195725,55.17792822,456132,257026,177.4653148,75.13855638,26.40627796,363.3957089,127.6304355,201383,55417,7959,22662,14549,47213,24179,127320,21184,145536,28779,62598,35892,63479,43326,69648,72210,62814,95935,69529,159493,93533,117450,63670,83254,30294,87103,20821,76412,17454,33329,12576,4539,4566
3호선,매봉,66580,143817,46.29494427,44101,41329,106.7071548,142033,71434,198.8310888,101.2560461,93.20491643,120.2265935,206.4924553,34594,28774,7389,11929,18250,20999,23935,75312,17006,35577,13857,14883,14298,13538,15946,12908,21583,14818,32426,18232,65872,23751,26451,18735,17284,10716,17971,9887,11846,10396,4245,6379,532,2112
3호선,녹번,213937,54519,392.4081513,70344,37041,189.9084798,68393,157878,43.3201586,79.71429825,135.5077972,18.56518937,1014.770536,15558,83802,24101,12735,67253,8762,78917,19390,43666,13632,24640,10351,23929,12278,21775,14412,21915,24808,24587,30231,23111,48843,12111,47406,8584,31398,6900,30339,5805,28930,2444,18677,409,5856
3호선,연신내,535959,141150,379.7088204,217069,141533,153.3698855,221823,505655,43.86844785,63.63181455,105.993019,32.18873843,626.9357138,80655,250569,61167,15593,164362,33826,197543,43985,112887,47746,69428,41300,76627,46919,71014,53314,75066,82444,71229,102452,64368,154362,48601,152974,37625,95867,33797,87942,29036,84795,15039,57946,2783,19886
3호선,고속터미널,168044,327865,51.25402223,311167,383402,81.15946187,717710,513811,139.683658,45.68210001,32.70541113,233.1431726,184.347979,278718,119548,9335,43163,32674,65873,59350,99214,66685,119615,87903,133111,105400,123714,117864,126577,159148,143545,183594,152228,182191,171217,166538,118493,185387,71873,137166,53779,94976,40076,42256,21661,4320,4032
3호선,독립문,72613,75512,96.16087509,56725,49478,114.6469138,60921,71193,85.57161519,123.9506902,101.9945781,43.48392702,508.0134152,14014,32228,7704,6610,20217,18312,25661,24280,19031,26310,17612,16336,19544,15025,19569,18117,24907,17371,20842,19364,20910,21252,11272,18386,7897,12191,6800,10757,5312,10985,1683,7078,219,3408
3호선,일원,84587,90528,93.43738954,59749,49712,120.1902961,72877,74557,97.74669045,124.2202615,113.4527945,35.43625985,571.8877042,13037,36790,9369,9631,28154,31498,27837,27974,19227,21425,20276,15057,21231,16203,18242,18452,28548,14993,32249,17803,18886,22657,11906,20786,9836,13311,6973,12620,4216,14424,1628,7215,220,2531
3호선,을지로3가,18042,167119,10.79589993,41268,52869,78.05708449,162810,64344,253.0305856,102.6466433,28.03991048,425.9398496,115.8996343,55517,13034,1422,8754,2601,33493,5380,82617,8639,42255,12799,18381,12648,16451,15821,18037,21064,16175,33837,18515,69761,23071,35709,15348,23503,7410,23456,5545,18887,3980,11259,2792,1915,717
3호선,학여울,16171,28375,56.99030837,17249,18794,91.77929126,25859,15672,165.0012762,109.7296879,103.1840225,59.96675617,334.1577825,4690,7821,1836,2088,4868,5017,5540,11166,3927,10104,4314,6136,6417,5933,6518,6725,9647,4170,10052,4094,9597,4693,3822,4049,2388,2836,2238,2686,1897,2544,505,1843,50,748
3호선,수서,148497,147734,100.5164688,94502,71834,131.5560876,159370,171096,93.14653762,92.69875133,86.79162575,63.45316632,360.0883931,47515,74882,14337,16802,44000,37287,52463,58178,37697,35467,28388,20667,33228,25876,32886,25291,41321,34800,44893,39368,58338,54364,29279,45403,26860,31961,18754,27589,18208,28868,9400,12694,1153,5731
3호선,대청,106806,65669,162.6429518,48087,31683,151.7754001,78621,92787,84.73277507,83.52602994,115.1087976,36.89167068,484.3756525,19156,51925,11841,7485,34172,19425,38911,26235,21882,12524,15991,9384,15602,10490,16494,11809,25403,17539,25079,20590,29392,27808,13943,26179,10207,18210,9074,16892,7137,19434,2616,11461,329,4138
3호선,경찰병원,85636,60521,141.4979924,36723,28790,127.5547065,54439,72907,74.66909899,111.1721376,117.4592289,36.25543336,586.6350177,12428,34279,8313,3242,27073,8603,31184,32144,19066,16532,13203,7797,11028,9485,12492,11508,12627,11927,15979,15938,22206,22437,9335,21242,6919,13290,6218,12084,4341,11739,1681,8110,188,2346
3호선,잠원,77968,35655,218.6733978,35207,25138,140.054897,42693,66048,64.6393532,83.51486192,118.0474806,33.35856462,555.0718548,11899,35670,7442,6159,21759,8597,29934,12114,18833,8785,12317,6794,11584,8438,11306,9906,12034,12585,13832,15264,13995,21506,8849,17356,6017,11922,5784,11624,4271,14056,1624,7660,220,2330
3호선,경복궁(정부서울청사),77160,318999,24.1881636,121264,179080,67.71498771,333418,142824,233.4467596,95.67539845,54.02453369,253.2975938,140.5955604,101585,40105,6870,16381,17448,49645,26309,147304,26533,105669,31944,62363,39649,57160,49671,59557,87979,40835,95870,43232,132808,48974,57284,33130,47456,17488,52826,14861,34245,14166,12739,8398,1775,2680
3호선,가락시장,86480,69743,123.9981073,50885,40697,125.0337863,82162,92164,89.14760644,84.8847399,93.83273295,58.48927207,385.9463987,23880,40828,8863,6024,26397,11153,29779,35685,21441,16881,16985,12630,16909,13654,16991,14413,18581,18916,21221,22226,33464,29374,15447,24654,12030,15910,11428,14717,8504,14212,3492,9038,456,2861
3호선,무악재,56293,17086,329.4685708,21099,14199,148.5949715,21304,51312,41.51855316,80.20090124,109.7072809,18.00028325,1009.284028,5084,28244,6027,2154,17077,3496,20891,6267,12298,5169,7572,4530,7070,4446,6457,5223,5772,8842,6783,10867,7774,15478,3943,14977,2804,9990,2455,9860,1739,9882,759,6517,131,1985
3호선,홍제,244580,87673,278.9684395,107056,76296,140.3166614,115941,218191,53.1373888,75.61863362,112.0944494,31.04891677,688.8864332,31673,102010,26828,9388,73099,14395,88680,33503,55973,30387,34943,22995,36518,25280,35595,28021,35381,41134,38486,48556,37925,67892,22133,62863,17397,38880,14667,37111,11372,35005,4917,23005,717,6889
3호선,대치,104354,81469,128.0904393,53993,54019,99.95186879,100070,113768,87.95970747,81.41201159,91.72526545,133.8486558,174.9711632,65021,48578,14036,8520,34184,22940,34202,28809,21932,21200,16212,13702,18609,18379,19172,21938,21295,31121,29229,34361,30487,33770,24211,28818,16143,16819,21329,16531,38100,17450,4920,10516,672,4081
3호선,불광,212131,97270,218.0847127,95754,100880,94.91871531,123546,228064,54.17163603,78.7318084,93.01380314,38.89738249,601.6091166,37909,97459,24171,7534,65493,13762,78066,36778,44401,39196,30235,29949,31447,32204,34072,38727,36868,43755,38514,50802,40590,72425,24699,64923,19743,39914,17813,34886,13146,33772,5929,21657,1021,7144
3호선,압구정,89273,424267,21.04170251,135080,189789,71.17377719,439195,206078,213.1207601,96.6010542,43.32000505,284.7434876,151.7958161,135760,47678,10009,32155,19661,57334,34296,165965,25307,168813,37777,71439,45921,56312,51382,62038,79675,55193,93807,61651,149631,73631,109958,47190,85799,23606,64337,18258,50720,15888,18279,9623,2424,3909
3호선,동대입구,28920,162544,17.79210552,54274,95372,56.90768779,170502,79996,213.1381569,95.33260607,36.15180759,314.2057316,120.7997342,66222,21076,3189,8835,6157,22893,10330,84119,9244,46697,12896,37921,17818,27351,23560,30100,31654,20152,51078,24605,53952,29504,31233,16721,34239,9166,30689,7971,24366,6699,9626,4705,1541,1701
3호선,약수,128512,92993,138.195348,72863,56257,129.5181044,115024,141408,81.34193256,80.84660593,90.88028966,65.15358258,329.0547773,42974,65958,12965,6659,32501,19513,48444,39721,34602,27100,22268,17635,24596,18466,25999,20156,26536,27100,30912,33301,39667,47526,24798,36475,19647,24106,19248,23480,15376,22075,7254,14831,1096,5572
3호선,금호,119185,26162,455.5653238,44875,28139,159.4761719,44479,102190,43.5257853,58.81876841,116.6307858,26.32338688,800.5483745,12765,48493,12229,3193,32858,5274,45050,9564,29048,8131,15990,7696,14507,9120,14378,11323,12174,17991,13911,22874,13815,33059,9703,26925,7050,19332,5833,17473,4423,17147,2110,10678,399,3195
3호선,남부터미널(예술의전당),144290,392888,36.72547902,163177,154011,105.9515229,422923,255885,165.2785431,92.89823443,56.38861207,178.588661,200.9731156,127323,71294,10469,30175,33887,68176,52954,199466,46980,95071,51940,47431,53726,49928,57511,56652,69486,65960,100076,70836,173812,85942,85229,62447,63806,36660,57498,29693,49576,23723,18192,13941,2057,3937
3호선,옥수,109235,45867,238.1559727,54320,40371,134.5520299,66287,119638,55.40630903,69.19456304,91.30460222,37.47488987,562.5523111,21267,56750,11659,5095,29511,8819,40879,18576,27186,13377,18050,11640,17465,13211,18805,15520,17772,22793,19466,26731,20962,39104,14572,31572,11287,22231,9937,20957,7294,20641,3469,11762,567,3390
3호선,교대(법원.검찰청),43786,131017,33.42009052,61704,42662,144.6345694,183086,63252,289.4548789,71.56035961,69.22468855,499.2379654,78.49395647,80582,16141,4022,7440,11901,26441,14970,57548,12893,39588,17870,14438,19087,13943,24747,14281,30368,12638,44173,17773,75199,23623,34956,14613,28758,7243,32126,6005,35804,5335,11011,3526,1641,1275
3호선,양재(서초구청),157958,589995,26.77276926,150200,183191,81.9909275,551687,272382,202.5416511,106.9437924,57.99135038,162.5341888,170.3942347,159854,98351,16826,45255,42637,117462,55477,279056,43018,148222,43334,63883,48083,55751,58783,63557,86548,56079,129000,71327,227562,91505,117316,68528,77809,41022,77555,36685,58704,34383,21214,20685,2381,6598
3호선,지축,16423,11011,149.1508492,6308,5078,124.2221347,8699,15143,57.44568447,126.5777676,108.4527504,11.90385349,2426.762821,624,5242,1660,4210,5078,2331,5904,2385,3781,2085,2054,1654,2262,1640,1992,1784,3487,3082,4582,3289,2416,5044,1123,4043,578,2767,327,2520,170,1940,118,661,9,121
4호선,성신여대입구(돈암),199966,123397,162.0509413,122244,113845,107.3775748,217038,260065,83.45529002,56.85502078,76.89077731,85.64005279,250.4719253,103830,121240,22260,8244,58018,21580,71614,56984,48074,36589,37209,42323,42591,34058,42444,37464,50272,47747,61892,60981,68942,82112,45784,71070,40420,45902,41355,40807,39061,41963,19950,30480,3464,7990
4호선,충무로,62173,432738,14.36735392,117675,177146,66.42825692,454861,162075,280.6484652,95.13631637,38.36063551,310.4775506,90.91546531,178270,57418,5839,23073,12804,59642,19183,220502,24347,129521,32637,63310,38162,57001,46876,56835,72123,43470,104507,49288,179165,54870,99323,36555,71866,21362,73005,19728,60788,18919,36743,13997,7734,4774
4호선,길음,304982,117626,259.2811113,110794,103624,106.9192465,158697,261676,60.64637185,74.11986364,116.5494734,37.50919671,518.4577588,50472,134559,35148,10010,100939,18651,108088,47624,60807,41341,35279,35199,37916,31183,37599,37242,44083,43490,50959,57461,52474,82732,30992,73652,24272,47831,19419,45191,19761,48561,9715,32425,1577,8382
4호선,쌍문,486668,90547,537.4755652,164839,90223,182.7017501,146495,391492,37.4196663,61.80893546,124.311097,20.59441754,914.3591181,42816,207901,61812,12249,156545,18223,168038,33705,100273,26370,57532,25942,55893,29765,51414,34516,44081,60032,45983,77126,45148,116193,32211,120780,23153,77393,19394,70940,14964,71196,7320,48054,1138,17711
4호선,노원,212353,107103,198.2698897,107429,100247,107.1643042,158070,307142,51.46479479,67.75669007,69.13837899,62.88605637,356.350431,86191,137059,30589,11184,65213,19051,72294,36990,44257,39878,33626,29238,36846,33855,36957,37154,41416,50140,43006,65549,45146,99744,34441,88246,35477,53603,32889,48405,33476,43622,16623,33237,3203,11795
4호선,수유(강북구청),459720,155642,295.3701443,193010,131305,146.9936408,236971,468459,50.58521664,65.67976672,98.13452191,35.65575333,556.3976483,84195,236133,54063,15090,144455,24703,160088,66260,101114,49589,62371,40809,66291,42963,64348,47533,62027,76483,66918,94515,80209,141590,50416,140557,39428,91797,34958,82305,29122,82209,17178,55210,2937,16409
4호선,미아사거리,356452,119750,297.6634656,149172,116663,127.8657329,201054,364093,55.22050685,59.56111293,97.90136037,39.06343705,588.385585,61880,158409,43160,12706,112562,25536,124630,39847,76100,41661,48483,35493,49749,39080,50940,42090,56762,63659,56435,78307,57428,116179,44044,106030,43147,63577,26851,57620,21206,56740,11587,35478,2236,8571
4호선,당고개,179857,53206,338.038943,71419,45460,157.1029476,70209,145043,48.40564522,75.78230711,124.0025372,20.40615788,862.2733488,16821,82431,20593,8843,59862,11667,59770,16759,39632,15937,24378,14159,23773,14949,23268,16352,20564,25983,23431,31987,20822,41775,15485,41057,10471,30224,7829,28369,5764,26438,2725,20540,503,7084
4호선,남태령,15915,15771,100.9130683,8743,4353,200.8499885,13533,8700,155.5517241,116.5373531,182.9310345,43.03670186,508.1775701,1712,3978,1289,1555,3948,5133,6116,6901,4562,2182,3015,1438,2937,1459,2791,1456,4732,1831,4736,2107,5056,2613,2297,2396,1444,1584,908,1532,538,1298,221,772,45,376
4호선,서울역,60722,229069,26.50817003,57112,103716,55.06575649,178224,172574,103.2739578,128.5287054,35.18606511,56.6236263,395.90273,43590,76982,7325,20106,14219,41833,21160,108752,18018,58378,18436,31868,19371,34684,19305,37164,24683,44427,41978,49436,81920,50218,32675,41116,21651,31804,19919,29489,15207,25992,7632,15932,832,5569
4호선,회현(남대문시장),43196,395254,10.92866865,167412,274130,61.07029512,430631,92156,467.2848214,91.78484596,46.87269413,196.4395833,152.2610492,60525,30811,4832,28259,7724,63331,12530,178799,18110,124865,40473,109062,55507,89133,71432,75935,102579,46212,141116,35850,146485,28193,73156,17754,69874,10359,32012,11811,19330,10123,8220,6751,963,2126
4호선,명동,56263,336764,16.70695205,148734,272671,54.54705488,477191,290648,164.1817594,70.57216083,19.35777986,354.0146188,114.0887751,254756,71962,3754,18668,6820,58365,15785,149430,29904,110301,45334,84833,48384,94309,55016,93529,96506,87153,111108,94449,160280,86080,107435,65105,98368,45014,104925,33277,102919,21660,43998,12994,2914,4031
4호선,상계,313089,73151,428.0037183,103223,62748,164.5040479,94771,240361,39.42860947,77.1871142,130.2578205,26.67750991,704.5403916,34116,127883,43050,9738,109554,20736,101718,23383,58767,19294,34901,17503,34893,21704,33429,23541,31585,38619,29849,48615,29545,72212,20364,72438,15013,47096,13363,42758,14304,41248,5576,33069,873,10808
4호선,동작(현충원),22437,26455,84.81194481,19030,17794,106.9461616,24700,28343,87.14673817,107.1052632,79.16240342,71.88358516,338.5047175,8373,11648,1957,2612,6081,4259,8443,10977,5956,8607,8747,4064,5719,6175,4564,7555,6972,5976,6981,6891,8971,9230,4883,6928,3865,5294,3694,4070,3179,3790,1223,2546,277,1242
4호선,이촌(국립중앙박물관),62463,91098,68.56681815,56400,62741,89.89337116,91160,81942,111.2494203,99.93198771,76.22830783,64.48780176,405.7538995,20195,31316,5498,8314,16924,18500,23290,34310,16751,29974,15656,18371,21280,19823,19464,24547,29369,20066,31601,20717,32619,27609,15890,20701,11050,12915,11010,11215,6369,11111,2480,6601,336,2389
4호선,한성대입구(삼선교),140986,116864,120.6410871,87881,85630,102.6287516,145169,152877,94.95803816,80.50203556,92.22185155,78.77449171,247.0739394,61875,78547,15830,9601,39702,25473,50557,47617,34897,34173,25811,29664,29821,26922,32249,29044,42436,33073,45031,39644,44479,46794,28652,40054,27007,26385,24811,24067,23462,26284,11607,17278,1995,10918
4호선,동대문,41775,247292,16.89298481,136326,187440,72.73047375,299953,117495,255.2900123,82.44358283,35.55470446,204.3910484,131.6750905,89231,43657,5676,16840,7372,46117,11025,97693,17702,86642,35914,67258,45709,58244,54703,61938,82988,38896,106184,31914,100842,27294,53195,33285,39732,25002,34748,17933,33015,12192,19098,10569,2370,2963
4호선,창동,343971,132735,259.1411459,153561,120074,127.8886353,175065,365100,47.94987675,75.82040956,94.21281841,33.94702663,596.9490362,61161,180166,45088,13982,120978,25527,107874,49903,70031,43323,51074,34268,52276,39462,50211,46344,52167,64627,53937,76906,58878,110773,35008,107565,27242,69856,26484,61909,21859,60325,11047,41845,1771,16087
4호선,신용산,53417,225252,23.71432884,59872,74791,80.05241272,241633,105894,228.1838442,93.22071075,50.44384007,213.3191709,159.7821167,66274,31068,4944,14886,13088,34851,19230,109483,16155,66032,17982,24992,18881,23137,23009,26662,35982,26096,52589,28789,103112,36413,51178,24959,34754,15733,31556,12848,22250,10367,10785,6056,1683,1797
4호선,삼각지,25302,60165,42.05435054,20065,27052,74.1719651,60512,41881,144.4855662,99.42656002,60.41403023,102.7636487,230.3305285,18183,17694,2402,5379,6881,11422,9369,29334,6650,14030,5525,9017,6593,9255,7947,8780,9028,8663,12869,10516,27548,14257,11550,10401,8545,6707,7994,6063,6526,5906,3275,4133,388,1592
4호선,미아(서울사이버대학),201561,99000,203.5969697,89231,68344,130.5615709,114230,174613,65.41895506,86.66725028,115.4329861,38.38898232,534.9499096,32641,85027,25156,6667,61715,23177,70252,45004,44438,24152,29400,23206,30153,21921,29678,23217,30413,33950,36779,38970,37174,53253,23416,50012,16861,32378,13979,30214,13389,29469,4547,19702,726,5642
4호선,혜화,89510,353884,25.29359903,159496,283632,56.23342923,475978,340745,139.6874496,74.34881444,26.26891077,393.5273551,107.7372784,316274,80369,9201,23522,20267,57303,29476,152016,30566,121043,43755,85864,54011,87874,61730,109894,112006,79899,130119,96428,155083,118806,96488,90435,94288,35076,127058,29037,125847,26285,55240,17817,8129,7230
4호선,사당,296794,141016,210.4683157,145201,106787,135.9725435,204822,311406,65.77329917,68.84807296,95.30773331,83.92501089,283.464868,109857,130899,30146,20296,82942,33029,103415,48271,80291,39420,46455,34979,48990,36619,49756,35189,46081,49969,57129,70149,63614,109138,44447,84485,39632,47634,43672,44998,40471,44229,22595,30814,3119,10858
4호선,총신대입구(이수),206465,120452,171.4085279,111255,99596,111.7062934,155154,271788,57.08640558,77.63383477,75.96545837,65.54679398,405.6658408,66998,102214,20927,11233,56932,21200,78090,47841,50516,40178,36337,29185,37018,33417,37900,36994,37082,52595,40218,63113,50789,94923,33433,72696,30714,41056,28648,38683,23950,35247,12507,21611,1893,6673
4호선,숙대입구(갈월),89130,155428,57.34487994,78154,81947,95.37139859,185899,128670,144.4773451,83.60884136,69.27022616,119.6244099,187.3798567,68668,57403,9195,8784,21103,27373,34023,75644,24809,43627,22825,29717,26369,24528,28960,27702,45829,25939,47612,32014,70407,43345,37917,32295,29963,21016,29697,19814,24864,20294,12187,13676,1920,3619
4호선,동대문역사문화공원,48600,192351,25.26631003,87055,118407,73.5218357,300920,155226,193.8592762,63.92097567,31.30918789,228.9715551,118.2313961,131290,57339,7020,14912,9790,32599,14208,94143,17582,50697,24064,38557,28221,37169,34770,42681,57731,32143,73430,33887,107378,38393,66300,50719,53812,32227,50428,22854,47032,18392,29001,12464,4829,3629
5호선,애오개,74569,63135,118.1103984,33794,25041,134.9546743,60515,68403,88.46834203,104.3295051,109.0142245,47.84419245,457.9740225,14936,31218,6626,3917,22123,11065,30177,34065,15643,14088,10976,7565,11045,7785,11773,9691,12520,11914,15101,14614,26723,24704,10756,17751,7935,11334,6943,10424,5495,10675,2223,6545,275,3574
5호선,동대문역사문화공원,6149,60630,10.14184397,8502,11183,76.02611106,47301,11236,420.9772161,128.1791083,54.7258811,178.3493708,116.5802034,9638,5404,768,2786,975,9769,2028,36270,2378,11805,3465,3658,2505,3532,2532,3993,4389,2756,9945,3405,22398,3628,9792,2548,5166,1655,4552,1679,3404,1974,1362,1358,320,393
5호선,답십리,215845,84699,254.8377195,70339,54410,129.2758684,108211,176660,61.2538209,78.27207955,122.1810257,36.07819242,608.8994589,29013,80417,21043,8417,64408,15398,89550,40956,40844,19928,22889,15465,24029,17327,23421,21618,26070,27334,30168,36897,38793,59348,24001,50165,15249,30250,13536,27958,10038,28173,4741,18719,698,5567
5호선,왕십리(성동구청),28499,43422,65.63262862,22214,26859,82.7059831,50031,57536,86.95599277,86.79019008,49.53246663,121.1934466,237.8601844,24189,19959,3043,2887,7566,7063,11116,21874,6774,11598,6565,8095,7273,8929,8376,9835,10296,11092,11819,13794,17483,21108,11057,14477,9672,8157,10214,7011,9015,6308,4303,3992,657,2648
5호선,둔촌동,94435,55980,168.6941765,43451,36137,120.2396436,66452,99456,66.81547619,84.24125685,94.95153636,57.21984141,446.0310342,22298,38969,10490,6063,29998,11299,34143,23578,19804,15040,13409,11275,14685,11662,15357,13200,16826,19009,19352,22969,23078,32578,13953,27766,10069,16143,10672,13528,7983,14384,3253,8923,390,2134
5호선,강동,246449,112459,219.1456442,94911,62448,151.9840507,138106,183751,75.15931886,81.4294817,134.1211749,34.85098159,536.3113654,34262,98310,25563,15338,76657,28196,91523,42007,52706,26918,31792,19006,32199,20542,30920,22900,31075,33235,44446,39636,47035,58167,27732,51921,18893,34027,15674,33505,12677,32843,5147,22348,764,9614
5호선,충정로(경기대입구),23324,65341,35.69581121,19378,17161,112.9188276,61133,27500,222.3018182,106.8833527,84.81454545,100.0871966,199.6515174,13774,13762,2478,3416,6396,7376,8954,36700,5496,17849,6256,5868,6499,5223,6623,6070,8869,5201,14053,6400,29671,10002,10463,6575,6946,4523,6935,4731,4630,4995,1901,3062,308,974
5호선,신정(은행정),228642,39012,586.0812058,54827,26804,204.5478287,53133,122436,43.39655003,73.42329626,186.7440949,22.81523732,840.9065934,14560,63817,25093,4595,72283,10574,89434,14600,41832,9243,18847,7357,18566,8944,17414,10503,14612,18525,15869,24246,18578,38685,11298,35529,7388,23976,6314,22342,5913,21789,2047,15251,286,4435
5호선,까치산,479229,73833,649.0715534,144552,82174,175.9096551,124792,403206,30.94993626,59.16485031,118.8546301,19.14523111,1047.83264,38480,200990,49522,12435,154373,14254,182173,24498,93161,22646,48833,22970,49461,27143,46258,32061,37428,60554,38879,75330,39057,127401,26772,120896,20084,79579,16853,74140,13692,68656,6862,44524,1073,13670
5호선,우장산,206262,77371,266.5882566,84329,53965,156.2660984,83937,187515,44.76281897,92.17746643,109.9976002,26.00630619,806.20405,23259,89436,25377,5866,70023,22583,70753,31685,40109,17237,27564,14705,29123,17702,27642,21558,31763,31841,30040,38819,25675,59266,16047,55804,12175,33626,10921,30427,8793,32012,3175,20798,370,6199
5호선,종로3가,20545,118509,17.33623607,62703,127677,49.1106464,211993,109626,193.3783956,55.90231753,18.7409921,417.9187167,108.4525435,101082,24187,2565,6994,4043,16854,6419,49962,7518,44699,13865,43350,20891,42046,27947,42281,44968,32101,51905,33104,70181,39681,48717,24390,41190,12451,44106,9698,37046,7654,17590,5040,2340,1795
5호선,여의도,46127,470014,9.813962988,71866,90152,79.71647884,406420,110341,368.3309015,115.6473599,41.80404383,355.5286987,111.9656212,98549,27719,4842,27530,11533,138568,15841,229104,13911,74812,22624,30103,22705,27846,26537,32203,42369,25586,101588,30005,187954,42849,68232,24119,48646,13368,50327,10264,34349,8763,12392,5513,1481,3179
5호선,송정,105430,52906,199.2779647,44457,33330,133.3843384,64701,99342,65.12955246,81.7699881,106.1283244,41.91320658,505.1973149,19664,46916,11688,8119,34335,11581,36266,20200,23141,13006,15345,10253,14982,11023,14130,12054,17248,17812,19645,21206,22246,29875,13623,28977,9187,19284,8610,16866,6948,16741,3503,10289,603,3020
5호선,마천,78685,28931,271.9746984,27147,20366,133.2956889,28475,62126,45.83427229,101.6014047,126.6538969,16.28153283,1224.640252,5073,31158,10158,4966,28874,4621,25926,11016,13727,8328,8520,6121,9880,7120,8747,7125,8965,12443,10285,14505,9802,18340,4633,17931,3755,11350,2612,10581,1674,10791,670,6646,117,3140
5호선,굽은다리(강동구민회관앞),131830,38198,345.1227813,50773,35506,142.9983665,54284,114816,47.27912486,70.36695896,114.8184922,33.26007455,606.9461331,18917,56876,15719,3507,43127,8015,46616,15581,26368,11095,16210,10352,17865,11803,16698,13351,14762,19720,15979,25180,19176,34780,10550,35868,8579,18988,8763,19715,7713,19660,2055,12659,386,4842
5호선,방화,95866,38134,251.3924582,41109,24310,169.1032497,38092,78056,48.80086092,100.1102594,122.8169519,18.92412907,946.5922872,8246,43574,12994,3641,35276,6900,30251,17899,17345,9694,13782,7011,14193,8030,13134,9269,14760,13861,13248,16066,13203,22189,6856,23870,4785,15931,4088,14673,2827,15171,1119,9913,212,3817
5호선,행당,132864,25543,520.1581647,41349,26268,157.4120603,38442,98300,39.10681587,66.44555434,135.1617497,25.60068462,842.5473558,11667,45573,14303,2780,38749,5757,53592,9564,26220,7442,14524,7189,13873,8917,12952,10162,10903,16489,12031,20638,12432,34106,8086,26601,5893,16955,4922,16146,4961,17024,1519,9286,265,3117
5호선,고덕,111018,58852,188.6392986,53595,38957,137.5747619,60296,105794,56.99378037,97.60514794,104.9378982,34.33924485,629.4639138,16807,48944,14582,7422,39206,17628,36170,19110,21060,14692,17522,11866,19430,12050,16643,15041,24205,17404,22463,20705,18910,33696,10672,32841,8251,18552,7398,16779,6757,17378,2336,11178,316,3609
5호선,여의나루,27745,139797,19.84663476,34182,80922,42.24067621,256393,176759,145.0523029,54.5244995,15.69651333,580.2256085,120.5772405,146594,25265,3038,14775,6728,38086,10598,63457,7381,23479,9350,19203,11752,25518,13080,36201,35636,48689,54836,52379,78165,59177,62863,41813,60529,23390,68771,12825,54794,7182,21548,3909,1481,1349
5호선,마곡,76094,57910,131.400449,26101,19178,136.0986547,57433,57843,99.29118476,100.830533,131.5526511,39.42550614,507.7510534,11392,28895,7908,10851,28269,9865,26008,25816,13909,11378,8811,5398,8561,6200,8729,7580,14519,9985,20836,11795,20345,18217,9656,17392,6596,10439,5143,9824,4118,10156,1847,6368,284,2547
5호선,개롱,86992,40933,212.5229033,35396,24869,142.3298082,44863,79872,56.16861979,91.23999733,108.9142628,27.59196919,701.0620556,11393,41291,9424,3590,33540,9568,27951,17421,16077,10354,11659,6808,12282,8227,11455,9834,12200,14800,14520,17895,16042,23509,8228,24950,6073,13518,5250,13685,4663,15142,1322,8664,158,3800
5호선,신길,38426,32778,117.2310696,12478,10400,119.9807692,28408,39341,72.20965405,115.3829907,97.67418215,33.37301209,561.2926238,7009,21002,3358,3232,11027,5534,17232,16733,6809,7279,3774,3108,4307,3321,4397,3971,5328,5091,7334,8808,12740,14380,5154,9299,3180,6854,3262,7052,2273,7781,1258,4926,216,1243
