line,Station_nm,IN_AM,OUT_AM,INOUT_R_AM,IN_LUNCH,OUT_LUNCH,INOUT_R_LUNCH,IN_DINNER,OUT_DINNER,INOUT_R_DINNER,OUT_AM_IN_DINNER_RATIO,IN_AM_OUT_DINNER_RATIO,INOUT_R_NIGHT,OUT_DINNER_IN_NIGHT_RATIO,IN_NIGHT,OUT_NIGHT,06-07 IN,06-07 OUT,07-08 IN,07-08 OUT,08-09 IN,08-09 OUT,09-10 IN,09-10 OUT,11-12 IN,11-12 OUT,12-13 IN,12-13 OUT,13-14 IN,13-14 OUT,16-17 IN,16-17 OUT,17-18 IN,17-18 OUT,18-19 IN,18-19 OUT,19-20 IN,19-20 OUT,20-21 IN,20-21 OUT,21-22 IN,21-22 OUT,22-23 IN,22-23 OUT,23-24 IN,23-24 OUT,00-01 IN,00-01 OUT
5호선,개화산,71946,42727,168.3853301,27847,20322,137.0288357,46891,58529,80.11584001,91.1198311,122.9236789,30.12721981,635.3560573,9212,30577,8742,5580,26803,8207,22982,20540,13419,8400,8825,6187,9342,6975,9680,7160,9661,10069,13564,11886,18643,17375,9032,17920,5652,11348,4113,11148,3821,10526,1107,6259,171,2644
5호선,영등포구청,28844,39728,72.6037052,14652,14119,103.7750549,38333,29516,129.8719339,103.6391621,97.72326874,89.11702422,304.9488584,9679,10861,2600,2202,8924,5270,11601,21432,5719,10824,4633,4427,4537,4366,5482,5326,6512,5464,8559,6317,17557,11472,7672,7252,4545,4475,4359,4122,3434,3787,1552,2346,334,606
5호선,화곡,448872,94162,476.7018543,147786,80660,183.2209273,143070,388828,36.79518965,65.81533515,115.4423035,23.47443831,907.9038924,42827,182441,48482,11817,139506,16424,174498,35038,86386,30883,50739,23403,50439,26542,46608,30715,41022,55779,44009,73162,47099,126068,30025,116022,21937,73576,19332,64812,15608,64267,7031,41418,856,11944
5호선,상일동,206791,69789,296.3088739,50474,30007,168.2074183,72924,132699,54.95444578,95.70100378,155.8346333,12.50826148,1630.609486,8138,65061,23561,30393,82002,13699,67072,16859,34156,8838,17888,9116,17193,9718,15393,11173,27798,19275,35605,23754,22101,39314,9386,43636,5832,25995,4255,22850,2805,21945,973,16356,105,3910
5호선,올림픽공원(한국체대),43832,39829,110.0504657,29241,27954,104.6039923,45547,41416,109.974406,87.44593497,105.8334943,133.7466675,191.9896162,21572,16129,5676,4684,13331,9008,14482,16213,10343,9924,9741,8430,9621,8584,9879,10940,12772,11352,13418,11798,13663,12476,9532,10633,8934,6509,12102,5758,7238,5173,2136,4087,96,1111
5호선,공덕,80826,184112,43.9004519,57176,54154,105.5803819,172935,124102,139.3490838,106.463122,65.12868447,128.6191483,231.8753387,53521,41612,6260,8499,22471,34204,34990,98223,17105,43186,16722,18330,19440,17094,21014,18730,27649,19778,39999,27446,79273,49759,31135,29958,22528,16939,23214,15023,19992,14629,9003,9383,1312,2577
5호선,발산,97083,208894,46.47476711,75098,87690,85.64032387,218306,153439,142.2754319,95.68862056,63.27139775,146.0442521,214.4500349,71550,48992,10777,18486,32459,33507,33771,100929,20076,55972,20830,28657,25340,29725,28928,29308,44902,28574,62456,34411,79929,51687,42473,44062,33448,23279,33260,18555,25927,16800,10931,9971,1432,3666
5호선,마포,104075,149481,69.62423318,59908,54347,110.2323955,147617,128999,114.43267,101.2627272,80.67891999,110.5668934,251.9610141,51198,46305,9419,7481,28958,22777,42585,79815,23113,39408,17833,18072,19514,16697,22561,19578,22827,20923,32473,28086,65262,49690,27732,32350,22150,18873,24217,16787,17749,15937,8200,10478,1032,3103
5호선,을지로4가,7601,79435,9.568829861,20362,32963,61.77229014,79080,19249,410.8265364,100.4489125,39.4877656,417.3778308,109.9377463,17509,4195,745,5267,1538,13731,2309,40371,3009,20066,5386,11912,6578,10879,8398,10172,12509,7306,17830,6599,32318,6751,18707,3857,10225,2042,8202,1643,6089,1253,2796,963,422,336
5호선,길동,86132,39275,219.3049013,40530,31462,128.8220711,47007,92096,51.04130473,83.55138596,93.52414871,37.94048551,678.8736547,13566,35756,10428,3890,26999,6644,31146,16115,17559,12626,12641,9833,13673,10316,14216,11313,12547,16710,14144,20758,16577,29362,9129,26337,7157,15639,6325,13658,5097,11257,1873,7909,271,2932
5호선,광나루(장신대),161625,92833,174.1029591,72757,58209,124.9926987,105086,132734,79.17037082,88.34002626,121.7660886,54.20430284,402.1633086,33005,60890,17709,9311,47409,17680,59222,40144,37285,25698,22476,18430,24550,19763,25731,20016,28903,24648,31288,29801,38495,44238,20562,35479,14741,23216,15402,22015,12600,21892,4372,13503,631,3480
5호선,신금호,85977,38143,225.4070209,32435,23126,140.2533944,39249,79443,49.40523394,97.18209381,108.2247649,29.92089722,719.2666365,11045,36914,8246,3188,25145,12142,34487,14287,18099,8526,10809,6338,10885,7668,10741,9120,13700,13664,11598,17095,12417,27477,8869,21407,6365,13464,5198,12760,3756,13073,1786,8273,305,2808
5호선,오목교(목동운동장앞),188513,182930,103.0519871,101710,120794,84.20120205,233954,262221,89.22016162,78.19058447,71.89088593,89.29144341,320.4695444,81824,91637,18889,10502,60064,26899,69063,83273,40497,62256,30841,37128,33956,39374,36913,44292,47176,50440,54808,61172,82547,93150,47627,70621,48972,37278,36612,32628,31867,32518,11716,20232,1629,6259
5호선,방이,67584,54939,123.0164364,35140,29199,120.3465872,60286,78795,76.50993083,91.13061076,85.77193984,91.4549269,286.9133015,27463,30029,8276,3954,23450,9583,21459,26429,14399,14973,10515,8152,12479,9428,12146,11619,12296,16010,15140,19839,22415,25125,12539,21623,10192,12208,11511,10762,12944,9327,2638,7355,370,2585
5호선,명일,107169,36492,293.6780664,45689,31120,146.8155527,41237,106356,38.77261273,88.49334336,100.7644139,24.14214897,945.3866667,11250,46599,13934,4089,37957,7477,35183,14294,20095,10632,14720,9292,15942,10153,15027,11675,15376,18298,14962,22284,12961,32804,7504,34646,5810,16622,6029,15808,3582,16779,1374,10371,265,3641
5호선,군자(능동),130832,61268,213.5405105,47185,41164,114.6268584,78717,151154,52.07735158,77.83325076,86.55543353,49.98234515,444.9239102,33973,67970,12958,7451,37902,9378,54899,25602,25073,18837,14588,12355,16137,13371,16460,15438,16764,22884,20829,31925,26401,52821,17410,41714,14077,24694,13930,22628,12495,22923,6326,15366,1222,7053
5호선,장한평,189858,145627,130.3728017,74496,73127,101.8720855,170252,180312,94.42078176,85.53614642,105.2941568,45.62060599,491.8091809,36663,80365,18761,13171,56083,25056,75434,74377,39580,33023,23037,22814,25241,23492,26218,26821,32972,29486,41945,37177,68742,61174,36970,50582,22595,31379,16611,29185,13030,27535,6194,17679,828,5966
5호선,천호(풍납토성),118312,121292,97.54311908,101466,105143,96.50285801,203804,220185,92.56034698,59.5140429,53.73299725,87.57695209,305.8847228,71983,82194,13881,14786,34139,23432,41658,40724,28634,42350,30390,33093,34385,34188,36691,37862,45889,45172,52828,54643,62544,72158,45984,59776,42448,33608,32483,30479,25803,27265,11920,17898,1777,6552
5호선,서대문,72241,298516,24.20004288,73287,77150,94.99287103,251844,89716,280.7124705,118.5321072,80.52186901,165.0068407,154.9740029,57891,35084,6879,17475,19838,61060,26595,165711,18929,54270,23800,25761,24628,23374,24859,28015,45534,19317,61566,23973,123357,31953,38185,20643,28736,13147,28427,13067,20587,12419,7894,7187,983,2411
5호선,오금,34535,41494,83.22890056,16627,11548,143.9816418,34591,30158,114.6992506,119.9560579,114.5135619,51.2412723,380.4945748,7926,15468,3868,2640,12705,10602,10747,21221,7215,7031,5147,3384,5819,3743,5661,4421,8645,6040,8640,7112,15607,8896,5863,8912,4481,5238,3727,4817,3022,5372,1018,3839,159,1440
5호선,영등포시장,69614,87911,79.18690494,42930,63308,67.81133506,106462,81050,131.3534855,82.57500329,85.89019124,81.48887621,315.210205,25713,31554,6103,6497,20852,14763,28405,42539,14254,24112,12266,17965,15185,19966,15479,25377,25738,16523,29582,19098,41011,29261,20501,20187,15368,12504,12121,11943,9046,10813,4055,7010,491,1788
5호선,목동,235428,90122,261.2325514,89548,65472,136.7729717,110406,272241,40.55450869,81.62781008,86.4777899,39.41446932,580.5826278,46891,118969,24908,8390,75063,20119,89097,34391,46360,27222,30657,17765,29703,21043,29188,26664,29343,40131,32466,53513,38072,94900,21971,78536,17897,45292,18233,42753,20572,41771,7042,25823,1044,8622
5호선,광화문(세종문화회관),49326,574239,8.5898032,108649,186074,58.39021035,553998,166354,333.0235522,103.6536233,29.6512257,659.4633355,95.20195951,174738,26497,3837,29221,11540,97802,17631,321485,16318,125731,27757,61830,34062,56872,46830,67372,80921,43438,121353,51478,248755,63957,104363,35519,79527,15400,91154,10985,59143,8953,22000,4987,2441,1572
5호선,거여,109043,41826,260.7062593,37032,25142,147.2913849,45060,82294,54.75490315,92.8229028,132.5041923,24.64398069,801.9294485,10262,41641,12108,5360,41728,8299,35207,18717,20000,9450,11851,6824,12953,8596,12228,9722,13238,16452,15158,17901,15924,24599,8060,24817,5918,14977,5473,14307,3447,14959,1171,8771,171,3604
5호선,양평,72926,66364,109.887891,24599,18885,130.2568176,63781,59452,107.2815044,104.0497954,122.6636614,43.17763501,478.1790397,12433,28795,7039,3506,24909,8928,28201,39156,12777,14774,7723,6052,8118,6028,8758,6805,8702,8914,12743,11459,32329,20809,11472,17065,7237,10119,5883,10151,4380,10074,1898,6500,272,2070
5호선,김포공항,30697,58452,52.51659481,35846,47723,75.11262913,96072,50982,188.4429799,60.8418686,60.21144718,474.7156491,140.4037344,36311,7649,2645,10261,8405,15773,9998,18180,9649,14238,10726,14331,11208,16242,13912,17150,18264,15388,23606,16883,32302,16669,22070,11441,18094,5989,17196,3594,13991,2374,4753,1238,371,443
5호선,청구,35056,34151,102.6499956,20943,13985,149.7533071,39970,35080,113.9395667,85.44158119,99.93158495,72.20948686,285.5514856,12285,17013,3600,2199,8233,4864,14054,17783,9169,9305,7480,4191,6633,4439,6830,5355,7371,6848,8712,8254,14642,11542,10284,9163,6332,6121,5713,5838,4158,6053,2018,3898,396,1224
5호선,아차산(어린이대공원후문),179662,83632,214.8244691,79769,68112,117.1144585,104038,170050,61.18082917,80.3860128,105.6524552,39.19551109,586.6018145,28989,73960,18509,7100,51673,16417,72380,34661,37100,25454,24007,22048,26712,22502,29050,23562,33284,29822,33838,37463,32723,55283,22032,47671,15445,29633,13737,26602,10502,26147,4237,16122,513,5089
5호선,마장,64690,49309,131.1930885,32342,27025,119.6743756,47159,58683,80.3622855,104.5590449,110.2363547,55.87158108,409.2259414,14340,25666,6870,4834,18676,8925,25181,20017,13963,15533,9398,8723,11860,9072,11084,9230,12578,10044,14187,13539,15510,19403,9995,15801,7467,9940,6578,8935,5452,9054,2059,5785,251,1892
6호선,증산(명지대앞),151979,34784,436.9221481,52214,33765,154.6394195,51914,130710,39.71693061,67.00312055,116.2718996,23.80544665,824.772842,15848,66573,17395,4489,47165,6112,56338,13068,31081,11115,17478,9716,17436,11728,17300,12321,15384,23223,16132,27254,16832,41242,10793,37612,8157,24602,6825,22325,5926,23931,2590,15632,507,4685
6호선,새절(신사),198129,59026,335.6639447,69388,47529,145.9908687,73657,168460,43.72373264,80.13630748,117.611896,28.66451473,707.8448674,23799,83026,23291,6282,62700,12374,73766,20818,38372,19552,23113,13867,23726,15041,22549,18621,25013,27772,25614,35940,22638,51038,14151,49608,11254,31874,10390,27884,9108,30115,3687,19229,614,5798
6호선,구산,111560,26490,421.1400529,41777,23202,180.0577536,37279,71567,52.08965026,71.05877304,155.8819009,41.39683979,559.7731717,12785,30884,12937,2524,34355,9904,41226,7676,23042,6386,13892,7099,15035,7789,12850,8314,13732,14206,12800,15505,11268,21067,7470,22049,5741,12946,5436,10102,5269,10546,1799,7507,281,2729
6호선,마포구청,167248,89034,187.8473392,70120,50877,137.8225917,107078,132245,80.96941283,83.1487327,126.4682975,50.99177695,382.1888908,34602,67858,16561,9152,46377,16781,64890,40846,39420,22255,23219,14221,23501,17156,23400,19500,24150,24922,27873,29503,41894,42086,22041,35533,15270,25123,15082,23284,12756,23413,5796,16063,968,5098
6호선,월드컵경기장(성산),34683,57121,60.71847482,41175,54599,75.41346911,61540,70879,86.82402404,92.81930452,48.9326881,301.5310839,135.8121443,52189,17308,3341,5986,10325,11042,12926,21937,8091,18156,12454,16807,14774,17731,13947,20061,19068,20481,19114,23355,18436,23569,12297,15705,11693,8250,24352,7080,23911,5601,3356,3613,570,1014
6호선,삼각지,36307,61361,59.16950506,34502,26530,130.0490011,77546,40797,190.0777018,79.12851727,88.9942888,120.5753332,142.7167145,28586,23708,4124,6232,8190,14030,12918,27913,11075,13186,9559,8449,11501,9154,13442,8927,17406,8703,22198,10740,30145,13092,14616,9828,10587,7137,11271,7585,10834,8412,5626,6113,855,1598
6호선,이태원,65440,87168,75.07342144,57194,77031,74.24803001,152919,199603,76.61157397,57.00272693,32.78507838,125.6501754,160.1307661,124650,99204,12956,7586,15709,12660,20712,38808,16063,28114,15243,21905,19967,26366,21984,28760,31004,35777,38394,45100,42986,60592,35725,56865,35814,37046,42231,32905,45667,29173,31927,26672,4825,10454
6호선,고려대(종암),82597,80507,102.5960475,46014,45794,100.4804123,90398,88187,102.5071723,89.05838625,93.66119723,91.75412611,203.3692318,43363,47260,7903,7159,23991,14056,32304,39350,18399,19942,13498,14824,14823,14200,17693,16770,25650,14782,30437,19668,29561,28481,16685,24818,13715,15220,17973,15468,15051,15335,8786,12884,1553,3573
6호선,상월곡(한국과학기술연구원),85285,39013,218.6066183,33326,27099,122.9787077,41101,65899,62.36968695,94.91983163,129.4177453,38.65259693,501.1330798,13150,34021,9532,3539,27595,4254,30961,20444,17197,10776,10575,9778,10977,8284,11774,9037,13284,11693,13197,12732,13754,20834,8846,20148,5304,12185,7631,10616,3512,12096,1751,8538,256,2771
6호선,월곡(동덕여대),146183,69068,211.6508369,63221,51590,122.5450669,94044,135650,69.32841872,73.44221854,107.764836,41.28222473,493.9372975,27463,66525,14412,5252,47588,8701,54933,33387,29250,21728,19694,16706,20923,17132,22604,17752,27534,23944,27878,27804,32765,43556,18569,38947,14832,25343,12598,22958,9676,22849,4398,15982,791,4736
6호선,석계,182201,49047,371.4824556,65773,48551,135.4719779,72731,175680,41.39970401,67.4361689,103.7118625,32.62274415,611.6139813,28724,88049,21917,6873,57561,9535,65461,18868,37262,13771,21328,14790,22408,16129,22037,17632,20826,28282,22405,36157,22380,52120,15919,54012,12027,33391,10864,30532,9891,29524,6654,21021,1315,6972
6호선,역촌,54877,20718,264.8759533,21637,17153,126.1411998,19847,56147,35.34828219,104.3885726,97.7380804,19.57744904,1068.652455,5254,26837,6216,2478,18745,3469,19282,9254,10634,5517,6704,5134,7308,6007,7625,6012,5815,9458,6670,11742,6631,17957,3857,16617,2689,9831,2380,8892,1909,8950,876,6896,89,2099
6호선,디지털미디어시티,138146,158927,86.92418532,48561,46550,104.3200859,130543,124537,104.8226631,121.7430272,110.9276761,46.23164655,445.9056894,27929,60411,14921,11193,44226,31837,49944,80729,29055,35168,16163,13336,16783,15695,15615,17519,19269,22508,32226,27457,57894,40324,26205,35356,14218,21400,12203,21531,9932,19935,4780,13725,1014,5220
6호선,봉화산(서울의료원),158882,34301,463.1993236,47320,29655,159.5683696,45073,117580,38.33390032,76.10099172,135.1267222,20.00131913,969.3322341,12130,60646,18789,4684,58613,7876,54329,13185,27151,8556,16733,8042,16018,9796,14569,11817,13958,17440,15682,23551,14894,34659,8307,36987,6190,22383,5169,20379,4580,21709,2094,13688,287,4870
6호선,청구,31310,51347,60.97727228,16448,14627,112.4495795,37633,28672,131.2534877,136.4414211,109.2006138,89.46991404,229.5596477,12490,13960,3402,2998,8565,7234,11943,27945,7400,13170,5797,4280,5270,4840,5381,5507,6151,6375,7793,7274,13514,9391,9921,6932,6405,5075,5985,4753,4078,4763,2044,3238,383,1206
6호선,태릉입구,69292,36240,191.2030905,31614,37980,83.2385466,44354,90487,49.01698587,81.70627226,76.57674583,38.09407426,527.7748615,17145,45007,8087,4394,21153,5868,25924,13903,14128,12075,9451,14051,11255,11298,10908,12631,13188,16167,12912,19597,13517,28293,9551,26678,8374,15919,7654,14377,5786,13908,3157,11174,548,5548
6호선,화랑대(서울여대입구),203790,52212,390.3125718,62754,33482,187.4260797,69550,127307,54.63171703,75.07117182,160.0776077,21.8079341,843.6514248,15090,69195,22977,4006,72966,9198,71417,21485,36430,17523,21305,10900,21459,10722,19990,11860,23865,19078,26225,22511,23052,40971,11488,39186,8785,24639,7024,21518,5158,24884,2644,16958,264,5835
6호선,효창공원앞,69986,61257,114.2498,35271,31677,111.3457714,67196,59382,113.1588697,91.16167629,117.8572631,62.79240277,330.175146,17985,28642,5711,4207,17612,8661,29479,29578,17184,18811,10875,10656,12268,9412,12128,11609,15092,11757,17337,13860,26705,19861,14088,15701,9066,9960,8047,9290,6278,9940,3168,6825,492,2587
6호선,보문,88158,47577,185.2954159,37270,26612,140.0496017,55317,71407,77.46719509,86.007918,123.4584845,45.71202311,363.8387853,19626,42934,8306,3882,23377,9899,36279,21207,20196,12589,11579,8295,13135,8489,12556,9828,12812,11963,15309,14761,19796,22705,11954,19908,8258,14033,7689,13243,6609,15181,4471,10640,857,3870
6호선,약수,24858,38083,65.27321902,18728,16950,110.4896755,37777,30759,122.8160863,100.8100167,80.81537111,130.2013988,199.0744936,15451,11867,2309,2317,6136,5996,9727,19528,6686,10242,5446,5399,6671,5792,6611,5759,7589,6840,9483,7941,13464,10297,8268,7634,6562,4887,6990,4179,5258,3957,2735,2795,468,936
6호선,공덕,98366,213315,46.11302534,73953,68352,108.1943469,222350,133225,166.8981047,95.93658646,73.83449052,127.5603649,182.8732619,72851,57111,10421,10426,25516,37922,35860,113137,26569,51830,23610,22097,24022,22533,26321,23722,34028,24906,50342,32351,97930,46057,42177,34417,31901,20400,31822,19315,25588,18817,13640,12847,1801,6132
6호선,돌곶이,106365,45938,231.540337,44355,33107,133.9746881,54701,91852,59.55341201,83.98018318,115.8004181,40.70565623,516.3125351,17790,43704,12122,4690,33026,7356,39476,20005,21741,13887,14227,9782,14804,11141,15324,12184,14128,16222,16590,20499,17469,28367,12562,26354,8080,16632,7297,14459,6647,15087,3239,10319,607,3839
6호선,신당,43652,102840,42.44651886,40400,36781,109.8393192,88757,72119,123.0702034,115.8669175,60.52773888,118.7855419,168.4197006,42821,36049,8413,7031,8869,19982,13520,49001,12850,26826,12178,12014,15110,11169,13112,13598,23156,10739,23778,13709,29761,18372,19581,25112,15637,14926,16471,9605,15678,9566,9279,13957,1393,2921
6호선,상수,46288,79116,58.50649679,38521,72438,53.17789006,112388,124267,90.44074453,70.39541588,37.24882712,209.9289077,142.1721621,87406,41636,6322,4310,11359,7584,17330,29979,11277,37243,9859,21613,13056,23044,15606,27781,21770,24015,27922,31035,35794,41313,24747,33009,23925,18910,28951,15209,31634,13043,22771,10382,4050,3002
6호선,불광,40729,23813,171.0368286,28067,26063,107.6890611,44500,57926,76.8221524,53.51235955,70.31212236,59.18594687,419.3282178,13814,23340,4176,2072,12934,4803,14957,8431,8662,8507,8070,8000,9398,8816,10599,9247,13076,11257,13612,12980,13550,19068,9496,16232,7842,9646,6838,7406,4870,8405,1810,5625,296,1904
6호선,동묘앞,45339,74938,60.502015,56454,63800,88.48589342,93999,65507,143.4945884,79.7221247,69.21245058,65.04149963,284.3309171,23039,35422,5976,5001,10807,11709,15192,33146,13364,25082,15048,20584,20007,20574,21399,22642,27841,19967,29286,19144,32098,19847,19523,15895,13092,10621,10270,9977,7953,10625,4126,11675,690,3145
6호선,광흥창(서강),78797,92514,85.17305489,48081,36359,132.2396106,88143,75775,116.3220059,104.9589871,103.9881227,73.52277059,302.2295788,25072,34101,8511,6221,21868,20101,28576,44271,19842,21921,15646,11558,16880,11783,15555,13018,18228,14495,22954,17638,35961,24323,17965,20266,11263,13548,11929,12082,9180,11676,3469,8099,494,2244
6호선,대흥(서강대앞),64638,93154,69.38832471,45157,49662,90.92867786,91661,76311,120.1150555,101.628828,84.70338483,111.9395282,206.950697,36874,32941,6392,4892,16706,18201,25095,46015,16445,24046,12618,15309,15099,16200,17440,18153,23740,16365,26577,18534,33247,26630,17751,19393,14086,11754,14527,10949,14609,11110,6475,8350,1263,2532
6호선,합정,82509,104566,78.9061454,62845,64778,97.01596221,160838,135694,118.5299276,65.01324314,60.80519404,181.1272231,148.2055091,91558,50549,8817,9651,20515,18836,30539,47702,22638,28377,18809,19121,20878,21908,23158,23749,28978,27399,37002,32784,55172,46900,36885,35431,31779,20579,36333,16876,33752,17884,18362,12069,3111,3720
6호선,한강진,16404,107699,15.2313392,20032,54010,37.08942788,118474,72368,163.7104798,90.90517751,22.66747734,425.642832,119.774909,60420,14195,1814,19168,3867,20592,5904,39325,4819,28614,5069,15838,6494,17486,8469,20686,27658,18269,35952,22006,35769,26707,24560,17441,22193,6214,28020,4585,24686,3999,7031,2958,683,2653
6호선,창신,54824,22937,239.0199241,16452,12451,132.1339651,20595,31636,65.09988621,111.3716922,173.2962448,33.21307533,520.6714944,6076,18294,6071,2238,16764,6826,21333,9269,10656,4604,5300,3964,5616,4069,5536,4418,6929,6165,6188,6722,6196,9443,4148,9585,4063,5886,2641,5946,2242,6832,1003,4072,190,1444
6호선,독바위,44963,10818,415.6313551,14082,10663,132.0641471,11354,37570,30.22092095,95.27919676,119.6779345,12.38730278,1424.184989,2638,21296,5345,1160,15474,1943,15741,3356,8403,4359,4551,3473,4960,3372,4571,3818,3974,6034,3845,7601,3521,11139,2600,11774,1388,7056,1145,7318,876,7122,522,4882,95,1974
6호선,응암,262735,56788,462.6593647,90944,57017,159.503306,86608,238034,36.38471815,65.56900055,110.377089,22.19088466,895.0665564,26594,119842,28379,8883,80087,12486,99890,19375,54379,16044,30029,15980,31257,18891,29658,22146,26343,36245,28533,47392,26589,74183,18075,73865,13411,42594,12008,42094,9363,40969,4614,27550,609,9229
6호선,망원,120984,81285,148.8392692,66392,78215,84.88397366,119333,159557,74.79020037,68.11611206,75.8249403,91.20830533,309.3928758,51571,56542,11618,5749,32564,10047,46413,34243,30389,31246,20075,21467,22691,27770,23626,28978,26422,36589,28619,39054,39691,52035,28512,44053,22511,24415,22316,19342,18443,20498,9392,13032,1420,3670
6호선,안암(고대병원앞),43022,133320,32.26972697,62694,90471,69.2973439,173336,108411,159.8878343,76.91420132,39.68416489,195.4800431,99.71028089,108726,55620,4424,7494,10009,18788,14941,64250,13648,42788,18280,31955,21056,23593,23358,34923,44407,22041,53594,26725,54725,35436,33999,27733,31018,18517,34827,17625,38386,17014,29650,14371,5863,6610
6호선,녹사평(용산구청),29551,41369,71.43271532,23664,29895,79.15704967,62822,63484,98.95721757,65.85113495,46.54873669,193.9414083,155.4228076,40846,21061,3078,4758,6492,10650,11585,16180,8396,9781,7334,8347,7737,10549,8593,10999,14315,13729,15558,15844,20056,21155,14287,16644,12921,9841,16003,7776,15391,6623,8522,4987,930,1675
6호선,버티고개,25288,15007,168.5080296,12739,8476,150.2949504,19703,23494,83.86396527,76.16606608,107.6359922,45.35123116,426.6206646,5507,12143,2219,1522,6513,3086,9729,6470,6827,3929,4407,2508,4155,2631,4177,3337,3894,4548,5091,5343,7188,7192,4451,6511,2973,4448,2543,4084,1816,3930,1000,3146,148,983
7호선,논현,54967,300151,18.31311573,55579,79015,70.3398089,268527,118313,226.9632247,111.7768418,46.45896901,327.9199172,100.8859594,117274,35763,6251,17352,11393,47802,19705,130544,17618,104453,16318,26582,18173,24801,21088,27632,31235,25854,49575,30895,109203,41584,67222,28690,42527,17144,45530,13653,43960,11445,23286,7571,4498,3094
7호선,반포,43709,67177,65.06542418,28030,35904,78.0692959,69217,45258,152.938707,97.05274716,96.57740068,167.7648281,155.6487946,29077,17332,4078,7108,11283,13465,16553,25644,11795,20960,8125,11334,9435,13033,10470,11537,16245,11770,18675,12330,22437,14900,15756,10987,12349,7041,13968,6127,11101,6184,3480,3753,528,1268
7호선,상도,134595,72245,186.3035504,57168,52706,108.4658293,87251,126195,69.13982329,82.80134325,106.6563651,60.42999784,322.7741259,39097,64698,13465,7660,37798,9597,52099,33390,31233,21598,18637,17822,19227,17393,19304,17491,23818,20494,27680,26123,29419,43050,16449,34925,13703,22097,15819,21575,13499,21764,7972,16077,1807,5282
7호선,장승배기,136876,52601,260.2155853,55274,42090,131.3233547,61148,121561,50.30231736,86.02243737,112.598613,40.1004854,516.2922064,23545,58715,14030,5585,36336,10086,53645,20999,32865,15931,17948,12489,18457,14117,18869,15484,16672,21436,17714,26421,20941,40388,12593,33647,9900,21105,9951,21226,9124,20069,3677,12545,793,4875
7호선,신대방삼거리,222208,86605,256.5764101,81445,54129,150.4646308,101321,193465,52.37174683,85.47586384,114.8569509,34.6073293,582.4978171,33213,95971,20378,7612,58688,15956,93087,38783,50055,24254,27222,16398,28399,17479,25824,20252,25127,28962,27677,36344,36501,63721,20863,57043,16280,36357,14493,33994,12048,31849,5801,22032,871,8096
7호선,천왕,145935,38104,382.991287,44263,30243,146.3578349,46342,113032,40.99900913,82.22346899,129.1094557,19.38482621,1079.786015,10468,54001,15340,5166,46838,8549,54906,14825,28851,9564,15255,8309,14829,10504,14179,11430,15788,16938,15328,20984,15093,35900,9237,35581,6684,20567,4873,19287,3655,18276,1666,12161,274,4277
7호선,상동,136907,86289,158.6610113,63108,68979,91.48871396,113769,168839,67.38312831,75.84579279,81.08730803,89.57368597,299.9502567,56289,62841,17933,7708,48171,14709,44989,33391,25814,30481,19224,21440,21437,22955,22447,24584,27691,28684,30559,35280,36918,55935,24395,49093,21897,28531,23642,22662,22459,19758,8555,15034,1633,5387
7호선,대림(구로구청),77123,56832,135.7034769,55106,60861,90.54402655,85148,105500,80.70900474,66.74496171,73.10236967,68.60838517,345.3129091,30552,44531,10259,5105,18114,8685,27121,22470,21629,20572,16133,21994,18767,18631,20206,20236,22615,20880,23550,28925,26279,35438,19226,24701,16093,16436,13817,18621,10285,15863,5636,7979,814,2068
7호선,삼산체육관,84567,18317,461.6858656,26074,17647,147.7531592,24943,63223,39.45241447,73.43543279,133.7598659,20.91107802,957.7791244,6601,31567,11063,1792,29709,3657,28385,8101,15410,4767,8625,4507,8959,5873,8490,7267,8872,9426,8516,12448,7878,19983,4882,18758,3667,12034,3118,10615,2102,10570,1116,7646,265,2736
7호선,뚝섬유원지,96145,41493,231.713783,44105,61349,71.89196238,121411,166999,72.70163294,34.1756513,57.57220103,185.5789854,191.0940486,87391,47091,10471,4957,24675,8122,36324,16827,24675,11587,13676,17260,14279,19330,16150,24759,21857,35097,26460,42248,30742,52712,31514,44664,32695,27375,39984,19050,31218,16328,14449,8992,1740,2721
7호선,하계,246379,90976,270.8175783,101653,80931,125.6045273,116889,217072,53.84803199,77.83110472,113.5010503,35.20328909,573.5665592,37846,107507,27722,7818,81675,22121,87659,32002,49323,29035,33188,21538,35812,27479,32653,31914,42086,35263,40192,44116,36093,63462,22947,68330,17657,41164,16246,36431,14992,35802,5625,25910,983,9364
7호선,중계,221099,85916,257.343219,81741,53066,154.0364829,78416,175154,44.76974548,109.5643746,126.2312023,35.74236198,547.2194451,32008,89552,27337,6743,74027,21061,76868,36587,42867,21525,27760,15545,27398,17247,26583,20274,29744,25516,27557,33963,24295,51691,14875,55798,11689,33702,13988,31849,11110,30339,5660,20289,1250,7075
7호선,상봉(시외버스터미널),200340,86658,231.1846569,75842,61340,123.6419954,126403,199470,63.36942899,68.55691716,100.4361558,51.04568084,406.9902675,49011,96014,20906,9899,59800,17089,77720,35573,41914,24097,23725,18432,25765,20550,26352,22358,28177,31646,35084,40270,39299,60962,29738,61349,22282,36889,21221,32786,17470,30820,8716,22653,1604,9755
